"modification_probability"	"count"	"element"
50.3	783	"8"
50.3	892	"7"
50.3	789	"6"
50.3	860	"5"
50.3	901	"4"
50.3	940	"3"
50.3	297	"22"
50.3	242	"21"
50.3	438	"20"
50.3	1218	"2"
50.3	417	"19"
50.3	442	"18"
50.3	491	"17"
50.3	547	"16"
50.3	486	"15"
50.3	444	"14"
50.3	560	"13"
50.3	681	"12"
50.3	780	"11"
50.3	820	"10"
50.3	1260	"1"
50.4	73	"Y"
50.4	482	"X"
50.4	640	"9"
50.4	801	"8"
50.4	886	"7"
50.4	796	"6"
50.4	840	"5"
50.4	900	"4"
50.4	897	"3"
50.4	336	"22"
50.4	257	"21"
50.4	397	"20"
50.4	1204	"2"
50.4	420	"19"
50.4	451	"18"
50.4	506	"17"
50.4	540	"16"
50.4	438	"15"
50.4	430	"14"
50.4	499	"13"
50.4	697	"12"
50.4	741	"11"
50.4	834	"10"
50.4	1220	"1"
50.5	82	"Y"
50.5	540	"X"
50.5	640	"9"
50.5	806	"8"
50.5	907	"7"
50.5	843	"6"
50.5	848	"5"
50.5	944	"4"
50.5	978	"3"
50.5	323	"22"
50.5	275	"21"
50.5	463	"20"
50.5	1203	"2"
50.5	428	"19"
50.5	388	"18"
50.5	538	"17"
50.5	600	"16"
50.5	497	"15"
50.5	440	"14"
50.5	538	"13"
50.5	664	"12"
50.5	787	"11"
50.5	791	"10"
50.5	1175	"1"
50.6	77	"Y"
50.6	532	"X"
50.6	693	"9"
50.6	792	"8"
50.6	884	"7"
50.6	834	"6"
50.6	896	"5"
50.6	911	"4"
50.6	984	"3"
50.6	299	"22"
50.6	260	"21"
50.6	441	"20"
50.6	1234	"2"
50.6	407	"19"
50.6	463	"18"
50.6	521	"17"
50.6	566	"16"
50.6	477	"15"
50.6	419	"14"
50.6	482	"13"
50.6	662	"12"
50.6	799	"11"
50.6	767	"10"
50.6	1267	"1"
50.7	84	"Y"
50.7	512	"X"
50.7	677	"9"
50.7	811	"8"
50.7	829	"7"
50.7	851	"6"
50.7	855	"5"
50.7	878	"4"
50.7	973	"3"
50.7	288	"22"
50.7	253	"21"
50.7	424	"20"
50.7	1188	"2"
50.7	367	"19"
50.7	456	"18"
50.7	542	"17"
50.7	573	"16"
50.7	446	"15"
50.7	454	"14"
50.7	507	"13"
50.7	660	"12"
50.7	757	"11"
50.7	816	"10"
50.7	1238	"1"
50.8	71	"Y"
50.8	525	"X"
50.8	685	"9"
50.8	784	"8"
50.8	895	"7"
50.8	763	"6"
50.8	842	"5"
50.8	918	"4"
50.8	952	"3"
50.8	298	"22"
50.8	255	"21"
50.8	432	"20"
50.8	1226	"2"
50.8	446	"19"
50.8	468	"18"
50.8	537	"17"
50.8	565	"16"
50.8	478	"15"
50.8	461	"14"
50.8	538	"13"
50.8	692	"12"
50.8	759	"11"
50.8	780	"10"
50.8	1245	"1"
50.9	89	"Y"
50.9	520	"X"
50.9	692	"9"
50.9	792	"8"
50.9	899	"7"
50.9	830	"6"
50.9	913	"5"
50.9	960	"4"
50.9	895	"3"
50.9	321	"22"
50.9	289	"21"
50.9	395	"20"
50.9	1173	"2"
50.9	407	"19"
50.9	459	"18"
50.9	513	"17"
50.9	653	"16"
50.9	509	"15"
50.9	454	"14"
50.9	526	"13"
50.9	669	"12"
50.9	749	"11"
50.9	757	"10"
50.9	1279	"1"
51	78	"Y"
51	501	"X"
51	618	"9"
51	829	"8"
51	894	"7"
51	784	"6"
51	920	"5"
51	928	"4"
51	955	"3"
51	290	"22"
51	258	"21"
51	420	"20"
51	1157	"2"
51	404	"19"
51	489	"18"
51	505	"17"
51	592	"16"
51	476	"15"
51	441	"14"
51	514	"13"
51	709	"12"
51	778	"11"
51	747	"10"
51	1230	"1"
51.1	91	"Y"
51.1	510	"X"
51.1	680	"9"
51.1	778	"8"
51.1	911	"7"
51.1	808	"6"
51.1	901	"5"
51.1	889	"4"
51.1	930	"3"
51.1	265	"22"
51.1	263	"21"
51.1	449	"20"
51.1	1241	"2"
51.1	410	"19"
51.1	422	"18"
51.1	505	"17"
51.1	558	"16"
51.1	506	"15"
51.1	477	"14"
51.1	554	"13"
51.1	646	"12"
51.1	810	"11"
51.1	776	"10"
51.1	1337	"1"
51.2	96	"Y"
51.2	471	"X"
51.2	640	"9"
51.2	849	"8"
51.2	900	"7"
51.2	819	"6"
51.2	857	"5"
51.2	999	"4"
51.2	989	"3"
51.2	312	"22"
51.2	266	"21"
51.2	440	"20"
51.2	1265	"2"
51.2	398	"19"
51.2	455	"18"
51.2	536	"17"
51.2	579	"16"
51.2	465	"15"
51.2	471	"14"
51.2	532	"13"
51.2	635	"12"
51.2	819	"11"
51.2	854	"10"
51.2	1282	"1"
51.3	97	"Y"
51.3	542	"X"
51.3	656	"9"
51.3	788	"8"
51.3	865	"7"
51.3	821	"6"
51.3	901	"5"
51.3	908	"4"
51.3	1008	"3"
51.3	302	"22"
51.3	276	"21"
51.3	461	"20"
51.3	1227	"2"
51.3	392	"19"
51.3	456	"18"
51.3	525	"17"
51.3	561	"16"
51.3	505	"15"
51.3	481	"14"
51.3	523	"13"
51.3	685	"12"
51.3	774	"11"
51.3	780	"10"
51.3	1288	"1"
51.4	87	"Y"
51.4	482	"X"
51.4	695	"9"
51.4	814	"8"
51.4	873	"7"
51.4	789	"6"
51.4	921	"5"
51.4	893	"4"
51.4	987	"3"
51.4	308	"22"
51.4	236	"21"
51.4	437	"20"
51.4	1190	"2"
51.4	429	"19"
51.4	452	"18"
51.4	529	"17"
51.4	560	"16"
51.4	496	"15"
51.4	455	"14"
51.4	507	"13"
51.4	685	"12"
51.4	738	"11"
51.4	865	"10"
51.4	1247	"1"
51.5	88	"Y"
51.5	528	"X"
51.5	682	"9"
51.5	857	"8"
51.5	869	"7"
51.5	866	"6"
51.5	872	"5"
51.5	1024	"4"
51.5	1005	"3"
51.5	316	"22"
51.5	272	"21"
51.5	440	"20"
51.5	1178	"2"
51.5	446	"19"
51.5	552	"18"
51.5	519	"17"
51.5	647	"16"
51.5	504	"15"
51.5	450	"14"
51.5	511	"13"
51.5	690	"12"
51.5	721	"11"
51.5	867	"10"
51.5	1252	"1"
51.6	74	"Y"
51.6	558	"X"
51.6	702	"9"
51.6	783	"8"
51.6	891	"7"
51.6	831	"6"
51.6	907	"5"
51.6	907	"4"
51.6	942	"3"
51.6	299	"22"
51.6	247	"21"
51.6	464	"20"
51.6	1192	"2"
51.6	404	"19"
51.6	439	"18"
51.6	562	"17"
51.6	569	"16"
51.6	504	"15"
51.6	482	"14"
51.6	501	"13"
51.6	666	"12"
51.6	788	"11"
51.6	798	"10"
51.6	1246	"1"
51.7	97	"Y"
51.7	541	"X"
51.7	649	"9"
51.7	772	"8"
51.7	909	"7"
51.7	819	"6"
51.7	942	"5"
51.7	878	"4"
51.7	968	"3"
51.7	313	"22"
51.7	244	"21"
51.7	471	"20"
51.7	1307	"2"
51.7	384	"19"
51.7	403	"18"
51.7	593	"17"
51.7	571	"16"
51.7	514	"15"
51.7	461	"14"
51.7	538	"13"
51.7	715	"12"
51.7	773	"11"
51.7	767	"10"
51.7	1243	"1"
51.8	100	"Y"
51.8	531	"X"
51.8	690	"9"
51.8	763	"8"
51.8	909	"7"
51.8	863	"6"
51.8	901	"5"
51.8	886	"4"
51.8	966	"3"
51.8	284	"22"
51.8	269	"21"
51.8	478	"20"
51.8	1159	"2"
51.8	436	"19"
51.8	432	"18"
51.8	541	"17"
51.8	591	"16"
51.8	487	"15"
51.8	462	"14"
51.8	568	"13"
51.8	716	"12"
51.8	771	"11"
51.8	775	"10"
51.8	1254	"1"
51.9	95	"Y"
51.9	522	"X"
51.9	704	"9"
51.9	809	"8"
51.9	941	"7"
51.9	829	"6"
51.9	890	"5"
51.9	956	"4"
51.9	1013	"3"
51.9	298	"22"
51.9	268	"21"
51.9	408	"20"
51.9	1248	"2"
51.9	391	"19"
51.9	504	"18"
51.9	509	"17"
51.9	589	"16"
51.9	479	"15"
51.9	453	"14"
51.9	534	"13"
51.9	711	"12"
51.9	739	"11"
51.9	844	"10"
51.9	1235	"1"
52	85	"Y"
52	529	"X"
52	679	"9"
52	793	"8"
52	908	"7"
52	774	"6"
52	855	"5"
52	894	"4"
52	958	"3"
52	301	"22"
52	227	"21"
52	461	"20"
52	1252	"2"
52	406	"19"
52	438	"18"
52	580	"17"
52	562	"16"
52	493	"15"
52	473	"14"
52	532	"13"
52	733	"12"
52	780	"11"
52	807	"10"
52	1286	"1"
52.1	104	"Y"
52.1	532	"X"
52.1	633	"9"
52.1	849	"8"
52.1	933	"7"
52.1	816	"6"
52.1	892	"5"
52.1	903	"4"
52.1	976	"3"
52.1	317	"22"
52.1	252	"21"
52.1	487	"20"
52.1	1213	"2"
52.1	377	"19"
52.1	497	"18"
52.1	517	"17"
52.1	607	"16"
52.1	487	"15"
52.1	474	"14"
52.1	574	"13"
52.1	681	"12"
52.1	734	"11"
52.1	791	"10"
52.1	1219	"1"
52.2	98	"Y"
52.2	511	"X"
52.2	651	"9"
52.2	821	"8"
52.2	878	"7"
52.2	869	"6"
52.2	875	"5"
52.2	925	"4"
52.2	952	"3"
52.2	306	"22"
52.2	250	"21"
52.2	464	"20"
52.2	1239	"2"
52.2	427	"19"
52.2	433	"18"
52.2	542	"17"
52.2	600	"16"
52.2	469	"15"
52.2	449	"14"
52.2	535	"13"
52.2	680	"12"
52.2	737	"11"
52.2	811	"10"
52.2	1323	"1"
52.3	92	"Y"
52.3	520	"X"
52.3	665	"9"
52.3	820	"8"
52.3	940	"7"
52.3	845	"6"
52.3	865	"5"
52.3	916	"4"
52.3	984	"3"
52.3	318	"22"
52.3	292	"21"
52.3	458	"20"
52.3	1301	"2"
52.3	430	"19"
52.3	511	"18"
52.3	568	"17"
52.3	605	"16"
52.3	528	"15"
52.3	457	"14"
52.3	569	"13"
52.3	714	"12"
52.3	785	"11"
52.3	834	"10"
52.3	1227	"1"
52.4	106	"Y"
52.4	560	"X"
52.4	714	"9"
52.4	798	"8"
52.4	905	"7"
52.4	810	"6"
52.4	919	"5"
52.4	936	"4"
52.4	1027	"3"
52.4	315	"22"
52.4	254	"21"
52.4	440	"20"
52.4	1219	"2"
52.4	425	"19"
52.4	466	"18"
52.4	536	"17"
52.4	611	"16"
52.4	478	"15"
52.4	458	"14"
52.4	547	"13"
52.4	701	"12"
52.4	793	"11"
52.4	795	"10"
52.4	1327	"1"
52.5	83	"Y"
52.5	541	"X"
52.5	672	"9"
52.5	883	"8"
52.5	968	"7"
52.5	794	"6"
52.5	886	"5"
52.5	932	"4"
52.5	928	"3"
52.5	284	"22"
52.5	264	"21"
52.5	473	"20"
52.5	1239	"2"
52.5	431	"19"
52.5	470	"18"
52.5	548	"17"
52.5	620	"16"
52.5	480	"15"
52.5	470	"14"
52.5	541	"13"
52.5	707	"12"
52.5	748	"11"
52.5	851	"10"
52.5	1267	"1"
52.6	82	"Y"
52.6	560	"X"
52.6	678	"9"
52.6	771	"8"
52.6	905	"7"
52.6	817	"6"
52.6	920	"5"
52.6	967	"4"
52.6	981	"3"
52.6	287	"22"
52.6	256	"21"
52.6	449	"20"
52.6	1321	"2"
52.6	383	"19"
52.6	493	"18"
52.6	536	"17"
52.6	603	"16"
52.6	474	"15"
52.6	436	"14"
52.6	541	"13"
52.6	702	"12"
52.6	783	"11"
52.6	829	"10"
52.6	1242	"1"
52.7	87	"Y"
52.7	499	"X"
52.7	666	"9"
52.7	747	"8"
52.7	930	"7"
52.7	864	"6"
52.7	869	"5"
52.7	938	"4"
52.7	968	"3"
52.7	308	"22"
52.7	279	"21"
52.7	399	"20"
52.7	1199	"2"
52.7	412	"19"
52.7	468	"18"
52.7	529	"17"
52.7	581	"16"
52.7	493	"15"
52.7	472	"14"
52.7	529	"13"
52.7	659	"12"
52.7	806	"11"
52.7	793	"10"
52.7	1274	"1"
52.8	89	"Y"
52.8	526	"X"
52.8	682	"9"
52.8	785	"8"
52.8	938	"7"
52.8	839	"6"
52.8	950	"5"
52.8	935	"4"
52.8	1010	"3"
52.8	283	"22"
52.8	259	"21"
52.8	474	"20"
52.8	1197	"2"
52.8	443	"19"
52.8	490	"18"
52.8	560	"17"
52.8	584	"16"
52.8	487	"15"
52.8	447	"14"
52.8	528	"13"
52.8	696	"12"
52.8	816	"11"
52.8	758	"10"
52.8	1312	"1"
52.9	75	"Y"
52.9	492	"X"
52.9	687	"9"
52.9	854	"8"
52.9	933	"7"
52.9	857	"6"
52.9	857	"5"
52.9	941	"4"
52.9	967	"3"
52.9	334	"22"
52.9	254	"21"
52.9	407	"20"
52.9	1232	"2"
52.9	412	"19"
52.9	467	"18"
52.9	578	"17"
52.9	629	"16"
52.9	494	"15"
52.9	499	"14"
52.9	531	"13"
52.9	692	"12"
52.9	793	"11"
52.9	812	"10"
52.9	1260	"1"
53	85	"Y"
53	545	"X"
53	646	"9"
53	845	"8"
53	926	"7"
53	826	"6"
53	911	"5"
53	909	"4"
53	922	"3"
53	288	"22"
53	253	"21"
53	464	"20"
53	1228	"2"
53	400	"19"
53	484	"18"
53	521	"17"
53	588	"16"
53	497	"15"
53	509	"14"
53	564	"13"
53	789	"12"
53	774	"11"
53	814	"10"
53	1267	"1"
53.1	92	"Y"
53.1	540	"X"
53.1	675	"9"
53.1	808	"8"
53.1	950	"7"
53.1	811	"6"
53.1	896	"5"
53.1	928	"4"
53.1	983	"3"
53.1	298	"22"
53.1	300	"21"
53.1	498	"20"
53.1	1238	"2"
53.1	423	"19"
53.1	465	"18"
53.1	531	"17"
53.1	579	"16"
53.1	484	"15"
53.1	480	"14"
53.1	556	"13"
53.1	713	"12"
53.1	771	"11"
53.1	807	"10"
53.1	1259	"1"
53.2	91	"Y"
53.2	550	"X"
53.2	642	"9"
53.2	853	"8"
53.2	929	"7"
53.2	839	"6"
53.2	904	"5"
53.2	942	"4"
53.2	945	"3"
53.2	295	"22"
53.2	271	"21"
53.2	430	"20"
53.2	1233	"2"
53.2	431	"19"
53.2	488	"18"
53.2	555	"17"
53.2	610	"16"
53.2	515	"15"
53.2	459	"14"
53.2	498	"13"
53.2	718	"12"
53.2	802	"11"
53.2	783	"10"
53.2	1307	"1"
53.3	94	"Y"
53.3	552	"X"
53.3	693	"9"
53.3	811	"8"
53.3	919	"7"
53.3	796	"6"
53.3	874	"5"
53.3	916	"4"
53.3	987	"3"
53.3	305	"22"
53.3	272	"21"
53.3	493	"20"
53.3	1241	"2"
53.3	404	"19"
53.3	455	"18"
53.3	519	"17"
53.3	620	"16"
53.3	460	"15"
53.3	470	"14"
53.3	554	"13"
53.3	695	"12"
53.3	800	"11"
53.3	855	"10"
53.3	1370	"1"
53.4	91	"Y"
53.4	566	"X"
53.4	666	"9"
53.4	799	"8"
53.4	892	"7"
53.4	814	"6"
53.4	858	"5"
53.4	911	"4"
53.4	964	"3"
53.4	298	"22"
53.4	298	"21"
53.4	443	"20"
53.4	1207	"2"
53.4	391	"19"
53.4	475	"18"
53.4	511	"17"
53.4	604	"16"
53.4	508	"15"
53.4	492	"14"
53.4	530	"13"
53.4	694	"12"
53.4	776	"11"
53.4	800	"10"
53.4	1305	"1"
53.5	86	"Y"
53.5	518	"X"
53.5	615	"9"
53.5	812	"8"
53.5	854	"7"
53.5	799	"6"
53.5	918	"5"
53.5	907	"4"
53.5	896	"3"
53.5	323	"22"
53.5	250	"21"
53.5	456	"20"
53.5	1246	"2"
53.5	467	"19"
53.5	447	"18"
53.5	576	"17"
53.5	598	"16"
53.5	463	"15"
53.5	419	"14"
53.5	545	"13"
53.5	667	"12"
53.5	772	"11"
53.5	780	"10"
53.5	1300	"1"
53.6	109	"Y"
53.6	519	"X"
53.6	664	"9"
53.6	766	"8"
53.6	866	"7"
53.6	864	"6"
53.6	932	"5"
53.6	913	"4"
53.6	1014	"3"
53.6	325	"22"
53.6	251	"21"
53.6	430	"20"
53.6	1199	"2"
53.6	433	"19"
53.6	462	"18"
53.6	523	"17"
53.6	632	"16"
53.6	472	"15"
53.6	456	"14"
53.6	510	"13"
53.6	650	"12"
53.6	747	"11"
53.6	769	"10"
53.6	1256	"1"
53.7	91	"Y"
53.7	526	"X"
53.7	719	"9"
53.7	833	"8"
53.7	878	"7"
53.7	810	"6"
53.7	920	"5"
53.7	896	"4"
53.7	987	"3"
53.7	319	"22"
53.7	292	"21"
53.7	411	"20"
53.7	1241	"2"
53.7	451	"19"
53.7	495	"18"
53.7	515	"17"
53.7	593	"16"
53.7	501	"15"
53.7	449	"14"
53.7	566	"13"
53.7	686	"12"
53.7	774	"11"
53.7	846	"10"
53.7	1313	"1"
53.8	89	"Y"
53.8	552	"X"
53.8	692	"9"
53.8	852	"8"
53.8	919	"7"
53.8	885	"6"
53.8	851	"5"
53.8	951	"4"
53.8	1006	"3"
53.8	313	"22"
53.8	251	"21"
53.8	469	"20"
53.8	1221	"2"
53.8	408	"19"
53.8	474	"18"
53.8	532	"17"
53.8	579	"16"
53.8	483	"15"
53.8	472	"14"
53.8	547	"13"
53.8	741	"12"
53.8	761	"11"
53.8	787	"10"
53.8	1325	"1"
53.9	79	"Y"
53.9	574	"X"
53.9	655	"9"
53.9	838	"8"
53.9	980	"7"
53.9	856	"6"
53.9	890	"5"
53.9	976	"4"
53.9	979	"3"
53.9	345	"22"
53.9	255	"21"
53.9	436	"20"
53.9	1246	"2"
53.9	430	"19"
53.9	469	"18"
53.9	575	"17"
53.9	592	"16"
53.9	504	"15"
53.9	412	"14"
53.9	557	"13"
53.9	677	"12"
53.9	822	"11"
53.9	794	"10"
53.9	1268	"1"
54	85	"Y"
54	511	"X"
54	733	"9"
54	836	"8"
54	919	"7"
54	838	"6"
54	900	"5"
54	865	"4"
54	992	"3"
54	320	"22"
54	260	"21"
54	440	"20"
54	1249	"2"
54	410	"19"
54	471	"18"
54	541	"17"
54	599	"16"
54	534	"15"
54	485	"14"
54	546	"13"
54	727	"12"
54	785	"11"
54	847	"10"
54	1343	"1"
54.1	84	"Y"
54.1	565	"X"
54.1	740	"9"
54.1	831	"8"
54.1	905	"7"
54.1	761	"6"
54.1	898	"5"
54.1	906	"4"
54.1	1021	"3"
54.1	290	"22"
54.1	237	"21"
54.1	421	"20"
54.1	1197	"2"
54.1	408	"19"
54.1	459	"18"
54.1	546	"17"
54.1	596	"16"
54.1	482	"15"
54.1	488	"14"
54.1	542	"13"
54.1	720	"12"
54.1	797	"11"
54.1	765	"10"
54.1	1245	"1"
54.2	101	"Y"
54.2	555	"X"
54.2	642	"9"
54.2	763	"8"
54.2	897	"7"
54.2	841	"6"
54.2	865	"5"
54.2	966	"4"
54.2	986	"3"
54.2	289	"22"
54.2	260	"21"
54.2	445	"20"
54.2	1234	"2"
54.2	462	"19"
54.2	456	"18"
54.2	545	"17"
54.2	596	"16"
54.2	455	"15"
54.2	451	"14"
54.2	510	"13"
54.2	703	"12"
54.2	773	"11"
54.2	775	"10"
54.2	1328	"1"
54.3	108	"Y"
54.3	561	"X"
54.3	646	"9"
54.3	803	"8"
54.3	909	"7"
54.3	827	"6"
54.3	889	"5"
54.3	968	"4"
54.3	984	"3"
54.3	271	"22"
54.3	243	"21"
54.3	436	"20"
54.3	1255	"2"
54.3	452	"19"
54.3	450	"18"
54.3	567	"17"
54.3	604	"16"
54.3	504	"15"
54.3	491	"14"
54.3	567	"13"
54.3	679	"12"
54.3	785	"11"
54.3	814	"10"
54.3	1338	"1"
54.4	84	"Y"
54.4	556	"X"
54.4	656	"9"
54.4	805	"8"
54.4	916	"7"
54.4	801	"6"
54.4	881	"5"
54.4	900	"4"
54.4	1030	"3"
54.4	283	"22"
54.4	252	"21"
54.4	425	"20"
54.4	1220	"2"
54.4	394	"19"
54.4	462	"18"
54.4	516	"17"
54.4	615	"16"
54.4	472	"15"
54.4	449	"14"
54.4	523	"13"
54.4	703	"12"
54.4	770	"11"
54.4	873	"10"
54.4	1312	"1"
54.5	99	"Y"
54.5	535	"X"
54.5	719	"9"
54.5	881	"8"
54.5	912	"7"
54.5	822	"6"
54.5	875	"5"
54.5	926	"4"
54.5	929	"3"
54.5	293	"22"
54.5	274	"21"
54.5	434	"20"
54.5	1254	"2"
54.5	424	"19"
54.5	445	"18"
54.5	530	"17"
54.5	613	"16"
54.5	473	"15"
54.5	464	"14"
54.5	550	"13"
54.5	672	"12"
54.5	740	"11"
54.5	808	"10"
54.5	1304	"1"
54.6	80	"Y"
54.6	525	"X"
54.6	660	"9"
54.6	812	"8"
54.6	900	"7"
54.6	822	"6"
54.6	839	"5"
54.6	909	"4"
54.6	899	"3"
54.6	320	"22"
54.6	232	"21"
54.6	435	"20"
54.6	1187	"2"
54.6	479	"19"
54.6	468	"18"
54.6	558	"17"
54.6	590	"16"
54.6	480	"15"
54.6	465	"14"
54.6	506	"13"
54.6	642	"12"
54.6	805	"11"
54.6	877	"10"
54.6	1247	"1"
54.7	104	"Y"
54.7	551	"X"
54.7	661	"9"
54.7	780	"8"
54.7	877	"7"
54.7	861	"6"
54.7	862	"5"
54.7	941	"4"
54.7	933	"3"
54.7	316	"22"
54.7	259	"21"
54.7	449	"20"
54.7	1287	"2"
54.7	406	"19"
54.7	473	"18"
54.7	531	"17"
54.7	612	"16"
54.7	472	"15"
54.7	434	"14"
54.7	502	"13"
54.7	678	"12"
54.7	783	"11"
54.7	792	"10"
54.7	1280	"1"
54.8	82	"Y"
54.8	546	"X"
54.8	605	"9"
54.8	770	"8"
54.8	842	"7"
54.8	844	"6"
54.8	852	"5"
54.8	891	"4"
54.8	948	"3"
54.8	319	"22"
54.8	277	"21"
54.8	423	"20"
54.8	1192	"2"
54.8	379	"19"
54.8	452	"18"
54.8	550	"17"
54.8	608	"16"
54.8	477	"15"
54.8	498	"14"
54.8	561	"13"
54.8	715	"12"
54.8	779	"11"
54.8	799	"10"
54.8	1281	"1"
54.9	83	"Y"
54.9	538	"X"
54.9	643	"9"
54.9	779	"8"
54.9	916	"7"
54.9	783	"6"
54.9	902	"5"
54.9	915	"4"
54.9	919	"3"
54.9	315	"22"
54.9	235	"21"
54.9	437	"20"
54.9	1262	"2"
54.9	410	"19"
54.9	452	"18"
54.9	577	"17"
54.9	626	"16"
54.9	472	"15"
54.9	440	"14"
54.9	503	"13"
54.9	682	"12"
54.9	785	"11"
54.9	773	"10"
54.9	1290	"1"
55	77	"Y"
55	578	"X"
55	643	"9"
55	837	"8"
55	897	"7"
55	817	"6"
55	841	"5"
55	956	"4"
55	941	"3"
55	324	"22"
55	243	"21"
55	463	"20"
55	1214	"2"
55	420	"19"
55	480	"18"
55	571	"17"
55	582	"16"
55	484	"15"
55	468	"14"
55	506	"13"
55	724	"12"
55	752	"11"
55	801	"10"
55	1292	"1"
55.1	74	"Y"
55.1	582	"X"
55.1	656	"9"
55.1	819	"8"
55.1	894	"7"
55.1	818	"6"
55.1	854	"5"
55.1	907	"4"
55.1	936	"3"
55.1	315	"22"
55.1	257	"21"
55.1	456	"20"
55.1	1260	"2"
55.1	447	"19"
55.1	499	"18"
55.1	511	"17"
55.1	643	"16"
55.1	488	"15"
55.1	460	"14"
55.1	527	"13"
55.1	717	"12"
55.1	765	"11"
55.1	844	"10"
55.1	1278	"1"
55.2	88	"Y"
55.2	567	"X"
55.2	675	"9"
55.2	774	"8"
55.2	902	"7"
55.2	795	"6"
55.2	854	"5"
55.2	940	"4"
55.2	964	"3"
55.2	320	"22"
55.2	223	"21"
55.2	436	"20"
55.2	1243	"2"
55.2	387	"19"
55.2	442	"18"
55.2	546	"17"
55.2	604	"16"
55.2	460	"15"
55.2	450	"14"
55.2	497	"13"
55.2	688	"12"
55.2	741	"11"
55.2	794	"10"
55.2	1272	"1"
55.3	77	"Y"
55.3	487	"X"
55.3	677	"9"
55.3	786	"8"
55.3	863	"7"
55.3	785	"6"
55.3	903	"5"
55.3	919	"4"
55.3	929	"3"
55.3	280	"22"
55.3	245	"21"
55.3	463	"20"
55.3	1177	"2"
55.3	393	"19"
55.3	477	"18"
55.3	547	"17"
55.3	648	"16"
55.3	430	"15"
55.3	466	"14"
55.3	531	"13"
55.3	720	"12"
55.3	746	"11"
55.3	828	"10"
55.3	1287	"1"
55.4	112	"Y"
55.4	555	"X"
55.4	674	"9"
55.4	814	"8"
55.4	870	"7"
55.4	819	"6"
55.4	852	"5"
55.4	894	"4"
55.4	928	"3"
55.4	289	"22"
55.4	220	"21"
55.4	423	"20"
55.4	1233	"2"
55.4	407	"19"
55.4	478	"18"
55.4	546	"17"
55.4	622	"16"
55.4	452	"15"
55.4	458	"14"
55.4	514	"13"
55.4	729	"12"
55.4	768	"11"
55.4	802	"10"
55.4	1320	"1"
55.5	102	"Y"
55.5	548	"X"
55.5	654	"9"
55.5	821	"8"
55.5	896	"7"
55.5	828	"6"
55.5	854	"5"
55.5	917	"4"
55.5	958	"3"
55.5	293	"22"
55.5	257	"21"
55.5	425	"20"
55.5	1238	"2"
55.5	418	"19"
55.5	463	"18"
55.5	563	"17"
55.5	605	"16"
55.5	506	"15"
55.5	506	"14"
55.5	511	"13"
55.5	661	"12"
55.5	783	"11"
55.5	780	"10"
55.5	1189	"1"
55.6	78	"Y"
55.6	528	"X"
55.6	686	"9"
55.6	780	"8"
55.6	878	"7"
55.6	831	"6"
55.6	870	"5"
55.6	921	"4"
55.6	929	"3"
55.6	304	"22"
55.6	233	"21"
55.6	384	"20"
55.6	1217	"2"
55.6	405	"19"
55.6	488	"18"
55.6	554	"17"
55.6	567	"16"
55.6	443	"15"
55.6	480	"14"
55.6	479	"13"
55.6	692	"12"
55.6	780	"11"
55.6	793	"10"
55.6	1296	"1"
55.7	76	"Y"
55.7	480	"X"
55.7	655	"9"
55.7	778	"8"
55.7	829	"7"
55.7	782	"6"
55.7	891	"5"
55.7	894	"4"
55.7	933	"3"
55.7	284	"22"
55.7	246	"21"
55.7	447	"20"
55.7	1215	"2"
55.7	382	"19"
55.7	463	"18"
55.7	527	"17"
55.7	599	"16"
55.7	470	"15"
55.7	478	"14"
55.7	495	"13"
55.7	680	"12"
55.7	768	"11"
55.7	840	"10"
55.7	1286	"1"
55.8	94	"Y"
55.8	572	"X"
55.8	655	"9"
55.8	769	"8"
55.8	865	"7"
55.8	772	"6"
55.8	854	"5"
55.8	939	"4"
55.8	962	"3"
55.8	297	"22"
55.8	240	"21"
55.8	407	"20"
55.8	1223	"2"
55.8	430	"19"
55.8	484	"18"
55.8	527	"17"
55.8	614	"16"
55.8	466	"15"
55.8	487	"14"
55.8	535	"13"
55.8	663	"12"
55.8	737	"11"
55.8	783	"10"
55.8	1246	"1"
55.9	99	"Y"
55.9	584	"X"
55.9	638	"9"
55.9	775	"8"
55.9	832	"7"
55.9	749	"6"
55.9	859	"5"
55.9	884	"4"
55.9	964	"3"
55.9	297	"22"
55.9	248	"21"
55.9	406	"20"
55.9	1259	"2"
55.9	388	"19"
55.9	442	"18"
55.9	538	"17"
55.9	546	"16"
55.9	507	"15"
55.9	425	"14"
55.9	504	"13"
55.9	657	"12"
55.9	753	"11"
55.9	776	"10"
55.9	1263	"1"
56	83	"Y"
56	541	"X"
56	654	"9"
56	821	"8"
56	869	"7"
56	837	"6"
56	862	"5"
56	881	"4"
56	922	"3"
56	323	"22"
56	260	"21"
56	441	"20"
56	1202	"2"
56	392	"19"
56	485	"18"
56	493	"17"
56	572	"16"
56	496	"15"
56	413	"14"
56	526	"13"
56	653	"12"
56	736	"11"
56	846	"10"
56	1206	"1"
56.1	106	"Y"
56.1	510	"X"
56.1	665	"9"
56.1	785	"8"
56.1	889	"7"
56.1	830	"6"
56.1	903	"5"
56.1	931	"4"
56.1	929	"3"
56.1	283	"22"
56.1	244	"21"
56.1	417	"20"
56.1	1232	"2"
56.1	380	"19"
56.1	441	"18"
56.1	543	"17"
56.1	613	"16"
56.1	479	"15"
56.1	453	"14"
