"modification_probability"	"count"	"element"
33.5	606	"1"
33.6	45	"Y"
33.6	310	"X"
33.6	332	"9"
33.6	479	"8"
33.6	438	"7"
33.6	432	"6"
33.6	493	"5"
33.6	533	"4"
33.6	522	"3"
33.6	175	"22"
33.6	113	"21"
33.6	234	"20"
33.6	656	"2"
33.6	189	"19"
33.6	270	"18"
33.6	245	"17"
33.6	296	"16"
33.6	293	"15"
33.6	257	"14"
33.6	276	"13"
33.6	373	"12"
33.6	416	"11"
33.6	412	"10"
33.6	678	"1"
33.7	59	"Y"
33.7	290	"X"
33.7	363	"9"
33.7	426	"8"
33.7	440	"7"
33.7	421	"6"
33.7	502	"5"
33.7	555	"4"
33.7	444	"3"
33.7	151	"22"
33.7	176	"21"
33.7	224	"20"
33.7	655	"2"
33.7	193	"19"
33.7	228	"18"
33.7	254	"17"
33.7	267	"16"
33.7	239	"15"
33.7	242	"14"
33.7	251	"13"
33.7	343	"12"
33.7	422	"11"
33.7	423	"10"
33.7	616	"1"
33.8	59	"Y"
33.8	288	"X"
33.8	334	"9"
33.8	440	"8"
33.8	424	"7"
33.8	426	"6"
33.8	525	"5"
33.8	485	"4"
33.8	533	"3"
33.8	143	"22"
33.8	135	"21"
33.8	203	"20"
33.8	656	"2"
33.8	175	"19"
33.8	235	"18"
33.8	289	"17"
33.8	294	"16"
33.8	257	"15"
33.8	268	"14"
33.8	329	"13"
33.8	373	"12"
33.8	412	"11"
33.8	419	"10"
33.8	652	"1"
33.9	45	"Y"
33.9	304	"X"
33.9	357	"9"
33.9	442	"8"
33.9	458	"7"
33.9	439	"6"
33.9	500	"5"
33.9	527	"4"
33.9	555	"3"
33.9	139	"22"
33.9	137	"21"
33.9	243	"20"
33.9	646	"2"
33.9	191	"19"
33.9	237	"18"
33.9	254	"17"
33.9	273	"16"
33.9	245	"15"
33.9	253	"14"
33.9	316	"13"
33.9	358	"12"
33.9	401	"11"
33.9	419	"10"
33.9	648	"1"
34	51	"Y"
34	315	"X"
34	374	"9"
34	448	"8"
34	483	"7"
34	413	"6"
34	501	"5"
34	547	"4"
34	513	"3"
34	140	"22"
34	167	"21"
34	243	"20"
34	665	"2"
34	210	"19"
34	248	"18"
34	268	"17"
34	278	"16"
34	251	"15"
34	233	"14"
34	293	"13"
34	385	"12"
34	402	"11"
34	382	"10"
34	629	"1"
34.1	43	"Y"
34.1	318	"X"
34.1	368	"9"
34.1	461	"8"
34.1	421	"7"
34.1	441	"6"
34.1	501	"5"
34.1	538	"4"
34.1	519	"3"
34.1	152	"22"
34.1	132	"21"
34.1	213	"20"
34.1	656	"2"
34.1	208	"19"
34.1	243	"18"
34.1	264	"17"
34.1	292	"16"
34.1	293	"15"
34.1	263	"14"
34.1	307	"13"
34.1	378	"12"
34.1	468	"11"
34.1	438	"10"
34.1	654	"1"
34.2	66	"Y"
34.2	298	"X"
34.2	364	"9"
34.2	477	"8"
34.2	483	"7"
34.2	448	"6"
34.2	474	"5"
34.2	539	"4"
34.2	544	"3"
34.2	154	"22"
34.2	146	"21"
34.2	251	"20"
34.2	683	"2"
34.2	189	"19"
34.2	227	"18"
34.2	282	"17"
34.2	286	"16"
34.2	237	"15"
34.2	269	"14"
34.2	266	"13"
34.2	365	"12"
34.2	439	"11"
34.2	429	"10"
34.2	652	"1"
34.3	44	"Y"
34.3	318	"X"
34.3	353	"9"
34.3	481	"8"
34.3	480	"7"
34.3	413	"6"
34.3	461	"5"
34.3	533	"4"
34.3	574	"3"
34.3	120	"22"
34.3	141	"21"
34.3	247	"20"
34.3	721	"2"
34.3	224	"19"
34.3	236	"18"
34.3	263	"17"
34.3	306	"16"
34.3	258	"15"
34.3	290	"14"
34.3	312	"13"
34.3	318	"12"
34.3	460	"11"
34.3	410	"10"
34.3	696	"1"
34.4	52	"Y"
34.4	288	"X"
34.4	343	"9"
34.4	425	"8"
34.4	482	"7"
34.4	434	"6"
34.4	488	"5"
34.4	505	"4"
34.4	465	"3"
34.4	140	"22"
34.4	120	"21"
34.4	273	"20"
34.4	689	"2"
34.4	193	"19"
34.4	240	"18"
34.4	274	"17"
34.4	298	"16"
34.4	311	"15"
34.4	264	"14"
34.4	270	"13"
34.4	350	"12"
34.4	443	"11"
34.4	459	"10"
34.4	663	"1"
34.5	63	"Y"
34.5	302	"X"
34.5	356	"9"
34.5	486	"8"
34.5	482	"7"
34.5	479	"6"
34.5	489	"5"
34.5	547	"4"
34.5	539	"3"
34.5	155	"22"
34.5	140	"21"
34.5	240	"20"
34.5	636	"2"
34.5	188	"19"
34.5	270	"18"
34.5	285	"17"
34.5	287	"16"
34.5	280	"15"
34.5	270	"14"
34.5	291	"13"
34.5	339	"12"
34.5	387	"11"
34.5	415	"10"
34.5	689	"1"
34.6	62	"Y"
34.6	316	"X"
34.6	382	"9"
34.6	460	"8"
34.6	498	"7"
34.6	455	"6"
34.6	495	"5"
34.6	511	"4"
34.6	559	"3"
34.6	181	"22"
34.6	134	"21"
34.6	250	"20"
34.6	688	"2"
34.6	192	"19"
34.6	271	"18"
34.6	293	"17"
34.6	312	"16"
34.6	268	"15"
34.6	272	"14"
34.6	279	"13"
34.6	336	"12"
34.6	432	"11"
34.6	425	"10"
34.6	670	"1"
34.7	55	"Y"
34.7	316	"X"
34.7	356	"9"
34.7	466	"8"
34.7	496	"7"
34.7	454	"6"
34.7	518	"5"
34.7	542	"4"
34.7	542	"3"
34.7	134	"22"
34.7	143	"21"
34.7	245	"20"
34.7	716	"2"
34.7	217	"19"
34.7	231	"18"
34.7	263	"17"
34.7	280	"16"
34.7	265	"15"
34.7	276	"14"
34.7	306	"13"
34.7	331	"12"
34.7	445	"11"
34.7	444	"10"
34.7	732	"1"
34.8	62	"Y"
34.8	280	"X"
34.8	355	"9"
34.8	466	"8"
34.8	480	"7"
34.8	492	"6"
34.8	583	"5"
34.8	551	"4"
34.8	531	"3"
34.8	170	"22"
34.8	150	"21"
34.8	234	"20"
34.8	653	"2"
34.8	183	"19"
34.8	224	"18"
34.8	247	"17"
34.8	268	"16"
34.8	270	"15"
34.8	260	"14"
34.8	317	"13"
34.8	359	"12"
34.8	461	"11"
34.8	415	"10"
34.8	704	"1"
34.9	57	"Y"
34.9	316	"X"
34.9	355	"9"
34.9	512	"8"
34.9	501	"7"
34.9	437	"6"
34.9	526	"5"
34.9	483	"4"
34.9	539	"3"
34.9	160	"22"
34.9	143	"21"
34.9	238	"20"
34.9	759	"2"
34.9	213	"19"
34.9	250	"18"
34.9	261	"17"
34.9	290	"16"
34.9	286	"15"
34.9	277	"14"
34.9	302	"13"
34.9	373	"12"
34.9	437	"11"
34.9	455	"10"
34.9	655	"1"
35	44	"Y"
35	326	"X"
35	361	"9"
35	497	"8"
35	464	"7"
35	474	"6"
35	514	"5"
35	533	"4"
35	555	"3"
35	154	"22"
35	160	"21"
35	271	"20"
35	720	"2"
35	201	"19"
35	244	"18"
35	251	"17"
35	298	"16"
35	267	"15"
35	252	"14"
35	333	"13"
35	383	"12"
35	430	"11"
35	456	"10"
35	697	"1"
35.1	56	"Y"
35.1	343	"X"
35.1	330	"9"
35.1	473	"8"
35.1	484	"7"
35.1	475	"6"
35.1	501	"5"
35.1	587	"4"
35.1	551	"3"
35.1	142	"22"
35.1	140	"21"
35.1	269	"20"
35.1	626	"2"
35.1	212	"19"
35.1	264	"18"
35.1	255	"17"
35.1	291	"16"
35.1	284	"15"
35.1	272	"14"
35.1	297	"13"
35.1	364	"12"
35.1	429	"11"
35.1	446	"10"
35.1	670	"1"
35.2	53	"Y"
35.2	331	"X"
35.2	399	"9"
35.2	423	"8"
35.2	486	"7"
35.2	516	"6"
35.2	547	"5"
35.2	543	"4"
35.2	531	"3"
35.2	164	"22"
35.2	127	"21"
35.2	243	"20"
35.2	681	"2"
35.2	188	"19"
35.2	260	"18"
35.2	256	"17"
35.2	302	"16"
35.2	277	"15"
35.2	258	"14"
35.2	312	"13"
35.2	343	"12"
35.2	456	"11"
35.2	439	"10"
35.2	694	"1"
35.3	53	"Y"
35.3	333	"X"
35.3	368	"9"
35.3	487	"8"
35.3	489	"7"
35.3	501	"6"
35.3	536	"5"
35.3	532	"4"
35.3	539	"3"
35.3	151	"22"
35.3	169	"21"
35.3	220	"20"
35.3	709	"2"
35.3	188	"19"
35.3	249	"18"
35.3	276	"17"
35.3	313	"16"
35.3	270	"15"
35.3	286	"14"
35.3	304	"13"
35.3	397	"12"
35.3	455	"11"
35.3	452	"10"
35.3	712	"1"
35.4	49	"Y"
35.4	331	"X"
35.4	350	"9"
35.4	502	"8"
35.4	468	"7"
35.4	481	"6"
35.4	546	"5"
35.4	545	"4"
35.4	533	"3"
35.4	157	"22"
35.4	152	"21"
35.4	243	"20"
35.4	721	"2"
35.4	192	"19"
35.4	250	"18"
35.4	284	"17"
35.4	275	"16"
35.4	288	"15"
35.4	283	"14"
35.4	301	"13"
35.4	385	"12"
35.4	449	"11"
35.4	458	"10"
35.4	697	"1"
35.5	59	"Y"
35.5	373	"X"
35.5	345	"9"
35.5	512	"8"
35.5	484	"7"
35.5	490	"6"
35.5	521	"5"
35.5	550	"4"
35.5	561	"3"
35.5	171	"22"
35.5	149	"21"
35.5	252	"20"
35.5	704	"2"
35.5	225	"19"
35.5	256	"18"
35.5	287	"17"
35.5	310	"16"
35.5	247	"15"
35.5	272	"14"
35.5	306	"13"
35.5	377	"12"
35.5	446	"11"
35.5	448	"10"
35.5	651	"1"
35.6	42	"Y"
35.6	352	"X"
35.6	350	"9"
35.6	487	"8"
35.6	469	"7"
35.6	458	"6"
35.6	523	"5"
35.6	498	"4"
35.6	560	"3"
35.6	144	"22"
35.6	163	"21"
35.6	220	"20"
35.6	699	"2"
35.6	214	"19"
35.6	250	"18"
35.6	319	"17"
35.6	300	"16"
35.6	259	"15"
35.6	295	"14"
35.6	317	"13"
35.6	361	"12"
35.6	450	"11"
35.6	437	"10"
35.6	698	"1"
35.7	55	"Y"
35.7	331	"X"
35.7	335	"9"
35.7	468	"8"
35.7	526	"7"
35.7	463	"6"
35.7	527	"5"
35.7	554	"4"
35.7	533	"3"
35.7	156	"22"
35.7	158	"21"
35.7	246	"20"
35.7	757	"2"
35.7	207	"19"
35.7	258	"18"
35.7	277	"17"
35.7	295	"16"
35.7	286	"15"
35.7	275	"14"
35.7	320	"13"
35.7	390	"12"
35.7	456	"11"
35.7	459	"10"
35.7	758	"1"
35.8	72	"Y"
35.8	326	"X"
35.8	405	"9"
35.8	441	"8"
35.8	492	"7"
35.8	459	"6"
35.8	516	"5"
35.8	547	"4"
35.8	546	"3"
35.8	154	"22"
35.8	155	"21"
35.8	241	"20"
35.8	687	"2"
35.8	182	"19"
35.8	266	"18"
35.8	271	"17"
35.8	297	"16"
35.8	297	"15"
35.8	284	"14"
35.8	325	"13"
35.8	362	"12"
35.8	432	"11"
35.8	435	"10"
35.8	685	"1"
35.9	56	"Y"
35.9	352	"X"
35.9	386	"9"
35.9	475	"8"
35.9	484	"7"
35.9	465	"6"
35.9	551	"5"
35.9	535	"4"
35.9	511	"3"
35.9	161	"22"
35.9	161	"21"
35.9	210	"20"
35.9	712	"2"
35.9	206	"19"
35.9	295	"18"
35.9	293	"17"
35.9	319	"16"
35.9	284	"15"
35.9	250	"14"
35.9	338	"13"
35.9	360	"12"
35.9	452	"11"
35.9	449	"10"
35.9	749	"1"
36	62	"Y"
36	326	"X"
36	380	"9"
36	473	"8"
36	490	"7"
36	444	"6"
36	535	"5"
36	565	"4"
36	593	"3"
36	173	"22"
36	128	"21"
36	264	"20"
36	725	"2"
36	184	"19"
36	263	"18"
36	291	"17"
36	320	"16"
36	295	"15"
36	274	"14"
36	297	"13"
36	359	"12"
36	437	"11"
36	421	"10"
36	722	"1"
36.1	61	"Y"
36.1	319	"X"
36.1	367	"9"
36.1	456	"8"
36.1	526	"7"
36.1	527	"6"
36.1	474	"5"
36.1	542	"4"
36.1	528	"3"
36.1	186	"22"
36.1	123	"21"
36.1	280	"20"
36.1	757	"2"
36.1	204	"19"
36.1	253	"18"
36.1	304	"17"
36.1	297	"16"
36.1	297	"15"
36.1	270	"14"
36.1	290	"13"
36.1	363	"12"
36.1	455	"11"
36.1	414	"10"
36.1	721	"1"
36.2	50	"Y"
36.2	321	"X"
36.2	379	"9"
36.2	476	"8"
36.2	478	"7"
36.2	480	"6"
36.2	527	"5"
36.2	549	"4"
36.2	547	"3"
36.2	161	"22"
36.2	154	"21"
36.2	234	"20"
36.2	764	"2"
36.2	226	"19"
36.2	275	"18"
36.2	281	"17"
36.2	313	"16"
36.2	287	"15"
36.2	276	"14"
36.2	307	"13"
36.2	378	"12"
36.2	445	"11"
36.2	473	"10"
36.2	745	"1"
36.3	64	"Y"
36.3	318	"X"
36.3	375	"9"
36.3	517	"8"
36.3	502	"7"
36.3	510	"6"
36.3	521	"5"
36.3	509	"4"
36.3	544	"3"
36.3	156	"22"
36.3	149	"21"
36.3	241	"20"
36.3	750	"2"
36.3	195	"19"
36.3	270	"18"
36.3	320	"17"
36.3	310	"16"
36.3	267	"15"
36.3	294	"14"
36.3	333	"13"
36.3	368	"12"
36.3	497	"11"
36.3	502	"10"
36.3	730	"1"
36.4	62	"Y"
36.4	332	"X"
36.4	400	"9"
36.4	497	"8"
36.4	515	"7"
36.4	495	"6"
36.4	544	"5"
36.4	569	"4"
36.4	583	"3"
36.4	169	"22"
36.4	148	"21"
36.4	220	"20"
36.4	705	"2"
36.4	204	"19"
36.4	249	"18"
36.4	298	"17"
36.4	321	"16"
36.4	264	"15"
36.4	269	"14"
36.4	315	"13"
36.4	407	"12"
36.4	471	"11"
36.4	467	"10"
36.4	717	"1"
36.5	60	"Y"
36.5	307	"X"
36.5	408	"9"
36.5	473	"8"
36.5	529	"7"
36.5	489	"6"
36.5	589	"5"
36.5	564	"4"
36.5	531	"3"
36.5	185	"22"
36.5	145	"21"
36.5	228	"20"
36.5	740	"2"
36.5	185	"19"
36.5	267	"18"
36.5	287	"17"
36.5	323	"16"
36.5	288	"15"
36.5	281	"14"
36.5	327	"13"
36.5	406	"12"
36.5	430	"11"
36.5	447	"10"
36.5	729	"1"
36.6	51	"Y"
36.6	318	"X"
36.6	371	"9"
36.6	496	"8"
36.6	518	"7"
36.6	477	"6"
36.6	520	"5"
36.6	572	"4"
36.6	595	"3"
36.6	163	"22"
36.6	168	"21"
36.6	277	"20"
36.6	732	"2"
36.6	251	"19"
36.6	265	"18"
36.6	274	"17"
36.6	304	"16"
36.6	294	"15"
36.6	272	"14"
36.6	309	"13"
36.6	401	"12"
36.6	450	"11"
36.6	459	"10"
36.6	739	"1"
36.7	60	"Y"
36.7	339	"X"
36.7	373	"9"
36.7	496	"8"
36.7	499	"7"
36.7	470	"6"
36.7	500	"5"
36.7	569	"4"
36.7	540	"3"
36.7	179	"22"
36.7	166	"21"
36.7	242	"20"
36.7	709	"2"
36.7	219	"19"
36.7	288	"18"
36.7	287	"17"
36.7	318	"16"
36.7	272	"15"
36.7	298	"14"
36.7	310	"13"
36.7	376	"12"
36.7	458	"11"
36.7	473	"10"
36.7	698	"1"
36.8	52	"Y"
36.8	304	"X"
36.8	365	"9"
36.8	510	"8"
36.8	540	"7"
36.8	448	"6"
36.8	550	"5"
36.8	555	"4"
36.8	609	"3"
36.8	155	"22"
36.8	150	"21"
36.8	252	"20"
36.8	735	"2"
36.8	220	"19"
36.8	285	"18"
36.8	277	"17"
36.8	339	"16"
36.8	266	"15"
36.8	312	"14"
36.8	325	"13"
36.8	397	"12"
36.8	474	"11"
36.8	438	"10"
36.8	730	"1"
36.9	61	"Y"
36.9	297	"X"
36.9	346	"9"
36.9	488	"8"
36.9	508	"7"
36.9	480	"6"
36.9	569	"5"
36.9	578	"4"
36.9	565	"3"
36.9	181	"22"
36.9	151	"21"
36.9	275	"20"
36.9	755	"2"
36.9	265	"19"
36.9	260	"18"
36.9	294	"17"
36.9	313	"16"
36.9	269	"15"
36.9	278	"14"
36.9	319	"13"
36.9	408	"12"
36.9	465	"11"
36.9	501	"10"
36.9	709	"1"
37	42	"Y"
37	341	"X"
37	384	"9"
37	489	"8"
37	540	"7"
37	483	"6"
37	526	"5"
37	610	"4"
37	541	"3"
37	183	"22"
37	167	"21"
37	254	"20"
37	767	"2"
37	228	"19"
37	254	"18"
37	268	"17"
37	317	"16"
37	296	"15"
37	282	"14"
37	359	"13"
37	406	"12"
37	486	"11"
37	430	"10"
37	735	"1"
37.1	44	"Y"
37.1	333	"X"
37.1	381	"9"
37.1	537	"8"
37.1	517	"7"
37.1	504	"6"
37.1	543	"5"
37.1	585	"4"
37.1	571	"3"
37.1	153	"22"
37.1	130	"21"
37.1	271	"20"
37.1	724	"2"
37.1	230	"19"
37.1	286	"18"
37.1	297	"17"
37.1	334	"16"
37.1	285	"15"
37.1	288	"14"
37.1	321	"13"
37.1	452	"12"
37.1	456	"11"
37.1	438	"10"
37.1	698	"1"
37.2	54	"Y"
37.2	342	"X"
37.2	402	"9"
37.2	540	"8"
37.2	537	"7"
37.2	480	"6"
37.2	612	"5"
37.2	571	"4"
37.2	559	"3"
37.2	147	"22"
37.2	153	"21"
37.2	246	"20"
37.2	796	"2"
37.2	230	"19"
37.2	268	"18"
37.2	295	"17"
37.2	310	"16"
37.2	261	"15"
37.2	278	"14"
37.2	327	"13"
37.2	396	"12"
37.2	462	"11"
37.2	467	"10"
37.2	726	"1"
37.3	59	"Y"
37.3	316	"X"
37.3	402	"9"
37.3	515	"8"
37.3	539	"7"
37.3	507	"6"
37.3	546	"5"
37.3	558	"4"
37.3	596	"3"
37.3	188	"22"
37.3	176	"21"
37.3	251	"20"
37.3	752	"2"
37.3	219	"19"
37.3	274	"18"
37.3	293	"17"
37.3	330	"16"
37.3	267	"15"
37.3	306	"14"
37.3	333	"13"
37.3	413	"12"
37.3	485	"11"
37.3	484	"10"
37.3	778	"1"
37.4	70	"Y"
37.4	324	"X"
37.4	369	"9"
37.4	503	"8"
37.4	529	"7"
37.4	491	"6"
37.4	564	"5"
37.4	593	"4"
37.4	580	"3"
37.4	162	"22"
37.4	149	"21"
37.4	280	"20"
37.4	792	"2"
37.4	222	"19"
37.4	264	"18"
37.4	286	"17"
37.4	342	"16"
37.4	263	"15"
37.4	304	"14"
37.4	348	"13"
37.4	373	"12"
37.4	511	"11"
37.4	439	"10"
37.4	730	"1"
37.5	60	"Y"
37.5	326	"X"
37.5	412	"9"
37.5	469	"8"
37.5	537	"7"
37.5	477	"6"
37.5	532	"5"
37.5	578	"4"
37.5	606	"3"
37.5	169	"22"
37.5	163	"21"
37.5	284	"20"
37.5	762	"2"
37.5	216	"19"
37.5	245	"18"
37.5	306	"17"
37.5	322	"16"
37.5	309	"15"
37.5	283	"14"
37.5	333	"13"
37.5	411	"12"
37.5	473	"11"
37.5	463	"10"
37.5	775	"1"
37.6	62	"Y"
37.6	328	"X"
37.6	401	"9"
37.6	536	"8"
37.6	550	"7"
37.6	465	"6"
37.6	579	"5"
37.6	620	"4"
37.6	593	"3"
37.6	153	"22"
37.6	152	"21"
37.6	268	"20"
37.6	755	"2"
37.6	199	"19"
37.6	292	"18"
37.6	284	"17"
37.6	350	"16"
37.6	330	"15"
37.6	270	"14"
37.6	323	"13"
37.6	410	"12"
37.6	496	"11"
37.6	490	"10"
37.6	770	"1"
37.7	48	"Y"
37.7	340	"X"
37.7	437	"9"
37.7	530	"8"
37.7	565	"7"
37.7	508	"6"
37.7	623	"5"
37.7	572	"4"
37.7	578	"3"
37.7	158	"22"
37.7	172	"21"
37.7	256	"20"
37.7	803	"2"
37.7	226	"19"
37.7	248	"18"
37.7	298	"17"
37.7	366	"16"
37.7	303	"15"
37.7	266	"14"
37.7	332	"13"
37.7	396	"12"
37.7	462	"11"
37.7	459	"10"
37.7	743	"1"
37.8	66	"Y"
37.8	332	"X"
37.8	376	"9"
37.8	467	"8"
37.8	550	"7"
37.8	484	"6"
37.8	596	"5"
37.8	621	"4"
37.8	606	"3"
37.8	184	"22"
37.8	164	"21"
37.8	261	"20"
37.8	762	"2"
37.8	228	"19"
37.8	276	"18"
37.8	312	"17"
37.8	328	"16"
37.8	286	"15"
37.8	281	"14"
37.8	329	"13"
37.8	420	"12"
37.8	488	"11"
37.8	493	"10"
37.8	823	"1"
37.9	57	"Y"
37.9	337	"X"
37.9	389	"9"
37.9	520	"8"
37.9	551	"7"
37.9	509	"6"
37.9	547	"5"
37.9	568	"4"
37.9	623	"3"
37.9	171	"22"
37.9	176	"21"
37.9	275	"20"
37.9	779	"2"
37.9	201	"19"
37.9	272	"18"
37.9	271	"17"
37.9	324	"16"
37.9	280	"15"
37.9	331	"14"
37.9	343	"13"
37.9	398	"12"
37.9	505	"11"
37.9	521	"10"
37.9	726	"1"
38	53	"Y"
38	321	"X"
38	399	"9"
38	560	"8"
38	545	"7"
38	487	"6"
38	555	"5"
38	577	"4"
38	589	"3"
38	160	"22"
38	159	"21"
38	287	"20"
38	755	"2"
38	215	"19"
38	305	"18"
38	282	"17"
38	359	"16"
38	309	"15"
38	296	"14"
38	358	"13"
38	404	"12"
38	475	"11"
38	460	"10"
38	731	"1"
38.1	65	"Y"
38.1	324	"X"
38.1	399	"9"
38.1	492	"8"
38.1	560	"7"
38.1	512	"6"
38.1	575	"5"
38.1	585	"4"
38.1	578	"3"
38.1	172	"22"
38.1	165	"21"
38.1	253	"20"
38.1	740	"2"
38.1	214	"19"
38.1	259	"18"
38.1	348	"17"
38.1	356	"16"
38.1	294	"15"
38.1	313	"14"
38.1	378	"13"
38.1	427	"12"
38.1	489	"11"
38.1	473	"10"
38.1	762	"1"
38.2	74	"Y"
38.2	376	"X"
38.2	399	"9"
38.2	504	"8"
38.2	511	"7"
38.2	484	"6"
38.2	528	"5"
38.2	624	"4"
38.2	615	"3"
38.2	178	"22"
38.2	161	"21"
38.2	278	"20"
38.2	792	"2"
38.2	234	"19"
38.2	272	"18"
38.2	335	"17"
38.2	322	"16"
38.2	282	"15"
38.2	311	"14"
38.2	363	"13"
38.2	405	"12"
38.2	442	"11"
38.2	500	"10"
38.2	766	"1"
38.3	57	"Y"
38.3	330	"X"
38.3	436	"9"
38.3	525	"8"
38.3	549	"7"
38.3	490	"6"
38.3	577	"5"
38.3	587	"4"
38.3	605	"3"
38.3	169	"22"
38.3	166	"21"
38.3	261	"20"
38.3	731	"2"
38.3	252	"19"
38.3	298	"18"
38.3	288	"17"
38.3	364	"16"
38.3	303	"15"
38.3	270	"14"
38.3	358	"13"
38.3	400	"12"
38.3	503	"11"
38.3	479	"10"
38.3	803	"1"
38.4	52	"Y"
38.4	365	"X"
38.4	390	"9"
38.4	500	"8"
38.4	541	"7"
38.4	499	"6"
38.4	580	"5"
38.4	589	"4"
38.4	654	"3"
38.4	165	"22"
38.4	155	"21"
38.4	253	"20"
38.4	740	"2"
38.4	259	"19"
38.4	294	"18"
38.4	318	"17"
38.4	348	"16"
38.4	303	"15"
38.4	286	"14"
38.4	335	"13"
38.4	424	"12"
38.4	498	"11"
38.4	512	"10"
38.4	836	"1"
38.5	56	"Y"
38.5	314	"X"
38.5	385	"9"
38.5	526	"8"
38.5	579	"7"
38.5	517	"6"
38.5	590	"5"
38.5	613	"4"
38.5	624	"3"
38.5	173	"22"
38.5	162	"21"
38.5	268	"20"
38.5	787	"2"
38.5	250	"19"
38.5	305	"18"
38.5	298	"17"
38.5	324	"16"
38.5	317	"15"
38.5	286	"14"
38.5	391	"13"
38.5	458	"12"
38.5	495	"11"
38.5	460	"10"
38.5	753	"1"
38.6	58	"Y"
38.6	353	"X"
38.6	420	"9"
38.6	543	"8"
38.6	526	"7"
38.6	530	"6"
38.6	597	"5"
38.6	595	"4"
38.6	612	"3"
38.6	156	"22"
38.6	164	"21"
38.6	290	"20"
38.6	791	"2"
38.6	202	"19"
38.6	284	"18"
38.6	298	"17"
38.6	345	"16"
38.6	318	"15"
38.6	317	"14"
38.6	362	"13"
38.6	399	"12"
38.6	490	"11"
38.6	495	"10"
38.6	780	"1"
38.7	82	"Y"
38.7	344	"X"
38.7	430	"9"
38.7	529	"8"
38.7	539	"7"
38.7	549	"6"
38.7	617	"5"
38.7	563	"4"
38.7	592	"3"
38.7	175	"22"
38.7	159	"21"
38.7	277	"20"
38.7	788	"2"
38.7	248	"19"
38.7	279	"18"
38.7	289	"17"
38.7	342	"16"
38.7	299	"15"
38.7	297	"14"
38.7	352	"13"
38.7	452	"12"
38.7	530	"11"
38.7	480	"10"
38.7	754	"1"
38.8	58	"Y"
38.8	336	"X"
38.8	439	"9"
38.8	544	"8"
38.8	519	"7"
38.8	517	"6"
38.8	551	"5"
38.8	632	"4"
38.8	640	"3"
38.8	174	"22"
38.8	173	"21"
38.8	252	"20"
38.8	762	"2"
38.8	247	"19"
38.8	286	"18"
38.8	292	"17"
38.8	393	"16"
38.8	330	"15"
38.8	290	"14"
38.8	329	"13"
38.8	392	"12"
38.8	473	"11"
38.8	520	"10"
38.8	806	"1"
38.9	54	"Y"
38.9	371	"X"
38.9	401	"9"
38.9	570	"8"
38.9	577	"7"
38.9	524	"6"
38.9	558	"5"
38.9	629	"4"
38.9	575	"3"
38.9	194	"22"
38.9	172	"21"
38.9	309	"20"
38.9	752	"2"
38.9	221	"19"
38.9	288	"18"
38.9	294	"17"
38.9	341	"16"
38.9	302	"15"
38.9	274	"14"
38.9	357	"13"
38.9	425	"12"
38.9	539	"11"
38.9	496	"10"
38.9	803	"1"
39	55	"Y"
39	392	"X"
39	426	"9"
39	533	"8"
39	584	"7"
39	539	"6"
39	557	"5"
39	605	"4"
39	557	"3"
39	180	"22"
39	160	"21"
39	296	"20"
39	817	"2"
39	221	"19"
39	288	"18"
39	326	"17"
39	413	"16"
39	294	"15"
39	298	"14"
39	333	"13"
39	412	"12"
39	516	"11"
39	526	"10"
39	853	"1"
39.1	61	"Y"
39.1	378	"X"
39.1	420	"9"
39.1	531	"8"
39.1	557	"7"
39.1	520	"6"
39.1	620	"5"
39.1	606	"4"
39.1	672	"3"
39.1	175	"22"
39.1	162	"21"
39.1	303	"20"
39.1	821	"2"
39.1	218	"19"
39.1	271	"18"
39.1	324	"17"
39.1	325	"16"
39.1	307	"15"
39.1	285	"14"
39.1	332	"13"
39.1	445	"12"
39.1	529	"11"
39.1	538	"10"
39.1	785	"1"
39.2	46	"Y"
39.2	372	"X"
39.2	413	"9"
39.2	529	"8"
39.2	541	"7"
39.2	502	"6"
39.2	546	"5"
39.2	610	"4"
39.2	603	"3"
39.2	191	"22"
39.2	167	"21"
39.2	320	"20"
39.2	772	"2"
39.2	227	"19"
39.2	280	"18"
39.2	305	"17"
39.2	332	"16"
39.2	292	"15"
39.2	297	"14"
39.2	349	"13"
39.2	459	"12"
39.2	482	"11"
39.2	516	"10"
39.2	773	"1"
39.3	57	"Y"
39.3	362	"X"
39.3	400	"9"
39.3	529	"8"
39.3	573	"7"
39.3	512	"6"
39.3	559	"5"
39.3	611	"4"
39.3	639	"3"
39.3	197	"22"
39.3	190	"21"
39.3	277	"20"
39.3	805	"2"
39.3	220	"19"
39.3	282	"18"
39.3	329	"17"
39.3	324	"16"
39.3	321	"15"
39.3	275	"14"
39.3	372	"13"
39.3	409	"12"
39.3	496	"11"
39.3	504	"10"
39.3	798	"1"
39.4	52	"Y"
39.4	366	"X"
39.4	465	"9"
39.4	536	"8"
39.4	618	"7"
39.4	519	"6"
39.4	657	"5"
39.4	607	"4"
39.4	623	"3"
39.4	174	"22"
39.4	160	"21"
39.4	280	"20"
39.4	819	"2"
39.4	267	"19"
39.4	285	"18"
39.4	348	"17"
39.4	375	"16"
39.4	317	"15"
39.4	312	"14"
39.4	347	"13"
39.4	422	"12"
39.4	551	"11"
39.4	539	"10"
39.4	811	"1"
39.5	64	"Y"
39.5	328	"X"
39.5	427	"9"
39.5	564	"8"
